,hour,dhi,dni,windspeed,humidity,temp,pv
15561,9,174.5,505.5,4.35,46.099999999999994,17.0,2.003277847
15562,10,189.0,580.0,4.15,36.535,18.5,2.6037461014999996
15563,11,299.5,342.5,3.55,30.619999999999997,20.0,2.4793850812500002
15564,12,204.5,20.0,3.0,26.685000000000002,20.0,1.022717025
15565,13,198.0,517.0,2.6,25.53,21.0,2.40664250775
15566,14,114.0,733.5,2.3,25.564999999999998,20.5,2.3714687887499997
15567,15,120.5,516.5,1.85,26.69,19.5,1.50593463375
15568,16,67.5,408.5,0.9500000000000001,36.019999999999996,17.0,0.73891182
15569,17,12.5,100.0,0.55,47.724999999999994,14.5,0.093832406875
15570,18,0.0,0.0,0.35,58.614999999999995,12.5,0.0
15571,19,0.0,0.0,0.35,74.1,10.5,0.0
15572,20,0.0,0.0,0.45,79.345,9.5,0.0
15573,21,0.0,0.0,0.65,86.92,8.5,0.0
15574,22,0.0,0.0,1.9,93.4,7.5,0.0
15575,23,0.0,0.0,2.5,100.0,5.5,0.0
15576,0,0.0,0.0,2.6500000000000004,99.305,5.0,0.0
15577,1,0.0,0.0,2.65,100.0,4.5,0.0
15578,2,0.0,0.0,1.9500000000000002,100.0,3.5,0.0
15579,3,0.0,0.0,1.15,99.325,3.0,0.0
15580,4,0.0,0.0,0.75,100.0,2.5,0.0
15581,5,0.0,0.0,0.6499999999999999,99.37,2.0,0.0
15582,6,11.5,100.5,0.9500000000000001,98.03,2.5,0.079768065875
15583,7,52.5,568.5,1.2999999999999998,90.47,4.5,0.7976662452500001
15584,8,80.5,0.0,0.9,73.6,7.5,0.37770563117500006
15585,9,158.0,6.5,0.75,51.63,10.5,0.7553875664999999
15586,10,131.5,2.0,1.2999999999999998,36.375,13.5,0.623995871
15587,11,223.0,17.0,1.7999999999999998,29.685000000000002,15.0,1.10018497075
15588,12,235.0,20.5,2.1,26.18,16.0,1.1705464092500002
15589,13,184.0,10.0,2.1,23.895,17.0,0.8937340277499999
15590,14,166.5,10.0,2.1,24.385,16.5,0.8069455489999999
15591,15,150.0,343.0,2.1500000000000004,26.14,15.5,1.320682979
15592,16,78.0,268.5,2.05,32.19,13.0,0.6380724854750001
15593,17,12.0,66.0,1.2999999999999998,52.765,9.5,0.0774159901
15594,18,0.0,0.0,1.2,61.33,7.5,0.0
15595,19,0.0,0.0,1.2999999999999998,62.685,7.0,0.0
15596,20,0.0,0.0,1.6,63.025000000000006,7.0,0.0
15597,21,0.0,0.0,1.55,62.65,7.0,0.0
15598,22,0.0,0.0,1.4,61.474999999999994,7.0,0.0
15599,23,0.0,0.0,1.55,60.165,7.0,0.0
15600,0,0.0,0.0,1.85,58.82,6.5,0.0
15601,1,0.0,0.0,1.95,57.705,6.0,0.0
15602,2,0.0,0.0,1.75,56.685,6.0,0.0
15603,3,0.0,0.0,1.5,55.79,6.0,0.0
15604,4,0.0,0.0,1.3,55.224999999999994,7.0,0.0
15605,5,0.0,0.0,1.4,54.46,7.0,0.0
15606,6,10.0,90.0,1.4,50.935,8.0,0.068032981475
15607,7,59.0,434.0,1.65,42.915,12.0,0.684996939875
15608,8,113.5,516.0,2.4,32.075,15.5,1.409823559
15609,9,229.5,243.5,2.45,25.425,18.5,1.6466956462499998
15610,10,79.0,932.0,2.2,22.73,20.0,3.0400029
15611,11,76.0,966.5,1.9,21.035,21.0,3.36132428225
15612,12,73.5,973.0,1.6,19.48,21.0,3.3753982149999997
15613,13,70.0,959.0,1.2999999999999998,19.125,22.0,3.09153991975
15614,14,61.5,927.5,1.15,19.46,21.5,2.53563868075
15615,15,53.5,849.0,0.85,20.755,20.5,1.7545587455
15616,16,39.0,677.0,0.35,27.945,19.0,0.8467976867500001
15617,17,9.5,188.5,0.30000000000000004,39.08,15.0,0.100868728675
15618,18,0.0,0.0,0.7,42.495,12.5,0.0
15619,19,0.0,0.0,1.1,49.584999999999994,10.5,0.0
15620,20,0.0,0.0,1.5,51.925,9.5,0.0
15621,21,0.0,0.0,1.9,52.275000000000006,9.0,0.0
15622,22,0.0,0.0,2.25,51.504999999999995,8.5,0.0
15623,23,0.0,0.0,2.4,53.16,8.0,0.0
15624,0,0.0,0.0,2.4,55.25,8.0,0.0
15625,1,0.0,0.0,2.45,55.67,8.0,0.0
15626,2,0.0,0.0,2.6,56.745000000000005,8.0,0.0
15627,3,0.0,0.0,2.55,58.465,8.0,0.0
15628,4,0.0,0.0,2.5,56.224999999999994,8.0,0.0
15629,5,0.0,0.0,2.5,57.18,8.0,0.0
15630,6,8.0,164.0,2.75,53.33,10.0,0.07506922590000001
15631,7,36.5,654.5,3.6,41.09,14.0,0.7764692005
15632,8,147.0,289.5,3.85,30.689999999999998,17.5,1.186946479
15633,9,168.0,23.0,3.15,22.58,20.5,0.8420959332500001
15634,10,184.0,11.5,2.1500000000000004,17.744999999999997,23.0,0.9007118965
15635,11,285.0,270.5,2.05,15.715,24.0,2.1790420665
15636,12,295.5,296.0,2.3,14.555,25.0,2.3056779384999997
15637,13,157.5,491.0,2.6500000000000004,14.6,26.0,2.0992462565
15638,14,59.5,919.0,2.9,15.379999999999999,25.5,2.48392534725
15639,15,81.5,668.0,2.75,16.895,24.0,1.5504249922500002
15640,16,50.5,520.0,1.9,27.345,20.5,0.7388821680000001
15641,17,9.5,135.0,1.4,36.489999999999995,16.5,0.0821015511
15642,18,0.0,0.0,1.5,40.849999999999994,14.5,0.0
15643,19,0.0,0.0,1.6,40.51,13.5,0.0
15644,20,0.0,0.0,1.7999999999999998,40.89,13.0,0.0
15645,21,0.0,0.0,2.3,40.565,12.5,0.0
15646,22,0.0,0.0,2.6500000000000004,39.985,12.0,0.0
15647,23,0.0,0.0,2.95,39.72,12.0,0.0
15648,0,0.0,0.0,3.2,38.28,11.5,0.0
15649,1,0.0,0.0,3.15,39.0,11.0,0.0
15650,2,0.0,0.0,2.65,43.86,10.5,0.0
15651,3,0.0,0.0,2.3499999999999996,46.93,9.5,0.0
15652,4,0.0,0.0,2.1500000000000004,48.739999999999995,9.0,0.0
15653,5,0.0,0.0,2.05,49.085,9.0,0.0
15654,6,15.0,0.0,2.2,44.935,9.5,0.070378172825
15655,7,37.0,643.5,2.95,34.629999999999995,13.0,0.757710841
15656,8,52.5,830.0,3.5,25.61,17.5,1.656095286
15657,9,62.0,911.0,3.35,21.11,20.5,2.4348028014999996
15658,10,68.0,951.0,2.65,18.92,22.5,3.0000432674999997
15659,11,189.0,651.5,1.8,18.875,24.0,2.8733331879999997
15660,12,325.0,174.0,1.25,18.685000000000002,25.0,2.06408604875
15661,13,183.5,535.5,1.15,18.13,25.0,2.3408612235
15662,14,57.5,920.5,1.25,18.825000000000003,25.0,2.4534477352499997
15663,15,49.5,843.0,1.05,19.83,24.0,1.6864683164999998
15664,16,35.5,668.5,0.55,28.54,21.0,0.792829072
15665,17,8.0,177.0,0.4,37.605000000000004,17.5,0.08210064865000001
15666,18,0.0,0.0,0.35,39.730000000000004,15.5,0.0
15667,19,0.0,0.0,0.4,45.635000000000005,13.5,0.0
15668,20,0.0,0.0,1.1,48.370000000000005,11.5,0.0
15669,21,0.0,0.0,1.55,51.3,11.0,0.0
15670,22,0.0,0.0,1.85,48.195,11.0,0.0
15671,23,0.0,0.0,2.1,45.04,10.5,0.0
15672,0,0.0,0.0,2.75,42.39,10.0,0.0
15673,1,0.0,0.0,3.8,39.989999999999995,11.0,0.0
15674,2,0.0,0.0,4.45,38.845,11.0,0.0
15675,3,0.0,0.0,4.65,38.915,11.0,0.0
15676,4,0.0,0.0,4.95,39.05,11.0,0.0
15677,5,0.0,0.0,5.2,38.845,11.0,0.0
15678,6,7.5,151.0,5.35,37.445,11.5,0.0656848507
15679,7,37.0,642.0,5.65,31.975,14.5,0.7459704967499999
15680,8,54.0,827.5,6.0,27.935,17.5,1.6420208115000001
15681,9,65.0,906.5,6.300000000000001,22.285,20.5,2.4183831357499996
15682,10,71.0,945.5,5.8,18.975,22.5,2.9789327292500003
15683,11,70.5,968.5,5.1,16.985,24.0,3.27911820125
15684,12,70.5,968.0,4.75,15.88,25.0,3.27908215475
15685,13,67.0,951.0,4.6,15.86,25.0,2.988233666
15686,14,58.5,918.5,4.1,16.325,24.5,2.43469577025
15687,15,52.0,833.0,3.05,17.380000000000003,23.5,1.66067724525
15688,16,37.5,644.5,1.45,26.135,21.0,0.7646812065
15689,17,8.0,155.5,0.8,32.614999999999995,17.5,0.072717717375
15690,18,0.0,0.0,0.95,35.265,15.5,0.0
15691,19,0.0,0.0,1.15,40.93,13.5,0.0
15692,20,0.0,0.0,1.4,47.805,11.5,0.0
15693,21,0.0,0.0,1.4,52.155,9.5,0.0
15694,22,0.0,0.0,1.45,56.175,9.0,0.0
15695,23,0.0,0.0,1.65,58.205,8.5,0.0
15696,0,0.0,0.0,1.85,60.81,8.0,0.0
15697,1,0.0,0.0,1.95,63.75,8.0,0.0
15698,2,0.0,0.0,1.75,63.605000000000004,8.0,0.0
15699,3,0.0,0.0,1.7,62.055,7.5,0.0
15700,4,0.0,0.0,1.65,62.845,7.0,0.0
15701,5,0.0,0.0,1.55,63.97,7.0,0.0
15702,6,13.0,0.0,1.6,57.555,8.0,0.060995086825
15703,7,35.5,656.5,2.45,47.980000000000004,12.0,0.73895206925
15704,8,50.0,850.5,4.199999999999999,37.21,15.5,1.6467485042499999
15705,9,58.5,932.0,5.65,30.49,17.5,2.4301916025
15706,10,64.0,970.5,6.15,27.45,19.0,2.995467883
15707,11,66.5,986.0,6.4,24.9,20.0,3.2933364749999994
15708,12,69.0,980.5,6.45,22.845,20.0,3.2886451125000002
15709,13,66.0,963.0,6.300000000000001,23.3,20.0,2.993089275
15710,14,61.0,920.5,5.9,24.91,19.5,2.427792496
15711,15,53.0,832.5,5.0,27.045,18.5,1.6466942025000002
15712,16,37.5,638.5,3.15,33.235,16.0,0.74595695975
15713,17,8.0,144.5,1.25,44.355000000000004,12.5,0.06568412875
15714,18,0.0,0.0,0.7,49.865,10.5,0.0
15715,19,0.0,0.0,0.45,51.015,9.5,0.0
15716,20,0.0,0.0,0.35,51.519999999999996,8.5,0.0
15717,21,0.0,0.0,0.25,52.405,6.5,0.0
15718,22,0.0,0.0,0.2,53.585,5.5,0.0
15719,23,0.0,0.0,0.25,55.325,4.5,0.0
15720,0,0.0,0.0,0.55,58.36,3.5,0.0
15721,1,0.0,0.0,0.7,63.33,3.0,0.0
15722,2,0.0,0.0,0.8,69.15,2.5,0.0
15723,3,0.0,0.0,0.9,73.055,2.0,0.0
15724,4,0.0,0.0,1.0,74.67,2.0,0.0
15725,5,0.0,0.0,1.15,76.265,2.0,0.0
15726,6,7.0,107.5,1.7000000000000002,72.82499999999999,3.0,0.0492679698
15727,7,41.0,568.5,3.2,57.815,6.5,0.680347296425
15728,8,62.0,772.0,4.199999999999999,45.92,9.5,1.5600568975000002
15729,9,75.5,862.5,4.45,38.695,12.5,2.3341443185
15730,10,157.0,691.0,4.35,32.89,14.5,2.6249768725000004
15731,11,174.5,484.5,4.15,30.365000000000002,17.0,2.2589655347499997
15732,12,307.5,123.0,3.9,29.16,18.0,1.8132514690000001
15733,13,213.5,513.0,3.6,27.79,19.0,2.4184239525000004
15734,14,158.0,553.5,3.2,29.04,18.5,2.01028152575
15735,15,98.5,562.5,2.35,31.025000000000002,17.5,1.39571765375
15736,16,42.5,569.5,1.2,38.195,15.0,0.69904900755
15737,17,11.5,0.0,0.55,51.325,11.5,0.053955413075
15738,18,0.0,0.0,0.55,57.144999999999996,9.5,0.0
15739,19,0.0,0.0,0.75,59.25,8.5,0.0
15740,20,0.0,0.0,0.9,62.21,6.5,0.0
15741,21,0.0,0.0,1.05,65.24,6.0,0.0
15742,22,0.0,0.0,1.25,68.825,5.5,0.0
15743,23,0.0,0.0,1.5,73.92500000000001,4.5,0.0
15744,0,0.0,0.0,1.5,80.155,3.5,0.0
15745,1,0.0,0.0,1.45,86.78,2.5,0.0
15746,2,0.0,0.0,1.2999999999999998,89.83500000000001,2.0,0.0
15747,3,0.0,0.0,1.1,88.875,1.5,0.0
15748,4,0.0,0.0,0.8500000000000001,87.21000000000001,0.5,0.0
15749,5,0.0,0.0,0.8,84.845,0.0,0.0
15750,6,11.0,0.0,0.9,82.335,0.5,0.051615765375
15751,7,38.0,640.0,1.6,74.67,3.5,0.717907384275
15752,8,54.0,853.5,2.9,51.67,6.5,1.6398732832500003
15753,9,62.0,945.0,3.3,34.05,8.5,2.439815927
15754,10,67.0,987.5,3.4,27.130000000000003,10.0,3.0145317355
15755,11,121.0,860.0,3.4,23.33,11.0,3.12241061475
15756,12,214.5,573.0,3.5,22.945,12.0,2.7188836414999997
15757,13,67.0,982.0,3.6500000000000004,21.985,12.0,3.0050819195000003
15758,14,93.5,785.0,3.9,23.23,11.5,2.25206246675
15759,15,54.0,849.0,3.9,24.435000000000002,10.5,1.639801216
15760,16,37.5,652.0,3.1500000000000004,27.46,8.0,0.727254578625
15761,17,7.0,136.0,1.7000000000000002,40.04,5.5,0.05395897132500001
15762,18,0.0,0.0,1.45,48.879999999999995,3.5,0.0
15763,19,0.0,0.0,1.2000000000000002,53.730000000000004,2.5,0.0
15764,20,0.0,0.0,0.9,56.66,1.5,0.0
15765,21,0.0,0.0,0.6,57.085,0.5,0.0
15766,22,0.0,0.0,0.35,61.135000000000005,0.0,0.0
15767,23,0.0,0.0,0.35,60.4,0.0,0.0
15768,0,0.0,0.0,0.55,63.61,0.0,0.0
15769,1,0.0,0.0,0.8500000000000001,61.629999999999995,0.0,0.0
15770,2,0.0,0.0,1.0,63.545,-1.0,0.0
15771,3,0.0,0.0,1.1,60.11,-1.0,0.0
15772,4,0.0,0.0,1.2,56.45,-1.0,0.0
15773,5,0.0,0.0,1.2,52.77,-1.0,0.0
15774,6,6.5,152.0,1.35,45.915,-0.5,0.0492701357
15775,7,34.5,698.0,1.75,37.21,2.0,0.7366870674999999
15776,8,50.5,893.0,2.05,22.945,6.5,1.6680256352500002
15777,9,58.5,973.0,1.35,13.905000000000001,9.5,2.46794053525
15778,10,63.5,1009.5,0.7,10.01,12.5,3.04025293125
15779,11,64.5,1026.0,1.1,8.65,15.0,3.33339625425
15780,12,65.5,1019.0,2.25,8.0,16.0,3.3192849082499998
15781,13,64.0,996.0,2.8499999999999996,7.59,16.0,3.0072955847499996
15782,14,57.5,955.0,3.05,8.05,15.5,2.423207623
15783,15,50.0,863.0,2.7,9.34,14.5,1.6233083485000002
15784,16,35.0,657.0,1.7,18.915,11.5,0.708458135825
15785,17,6.5,131.0,1.1,27.38,7.5,0.04691981325
15786,18,0.0,0.0,0.95,31.57,5.5,0.0
15787,19,0.0,0.0,1.25,36.334999999999994,4.5,0.0
15788,20,0.0,0.0,1.55,36.735,4.0,0.0
15789,21,0.0,0.0,1.85,34.025000000000006,4.0,0.0
15790,22,0.0,0.0,2.05,31.545,4.0,0.0
15791,23,0.0,0.0,2.25,29.775,4.0,0.0
15792,0,0.0,0.0,2.4,28.52,4.0,0.0
15793,1,0.0,0.0,2.5,27.925,4.0,0.0
15794,2,0.0,0.0,2.45,26.564999999999998,4.0,0.0
15795,3,0.0,0.0,2.4,27.71,5.0,0.0
15796,4,0.0,0.0,2.5,28.755000000000003,5.0,0.0
15797,5,0.0,0.0,2.6500000000000004,29.555,5.0,0.0
15798,6,4.5,0.0,2.9,28.34,5.5,0.021114380075
15799,7,63.5,73.0,3.5,23.015,9.0,0.356585372275
15800,8,142.5,99.5,4.1,17.935000000000002,14.0,0.825733019
15801,9,218.0,120.0,4.2,15.735,17.5,1.292505384
15802,10,277.0,191.5,4.1,15.325,19.5,1.81791207075
15803,11,248.5,443.5,3.75,14.08,21.0,2.47466651625
15804,12,101.0,902.0,3.55,12.99,21.0,3.1150304582499997
15805,13,59.0,998.0,3.35,12.81,21.5,2.9672372495
15806,14,54.5,958.0,2.8,13.175,20.5,2.392580771
15807,15,46.5,873.0,1.85,14.735,19.0,1.6021155065
15808,16,33.0,676.0,0.8,26.03,16.0,0.69669546195
15809,17,5.5,145.0,0.95,30.5,12.5,0.042225511325
15810,18,0.0,0.0,1.2,34.86,10.5,0.0
15811,19,0.0,0.0,1.35,40.425,8.5,0.0
15812,20,0.0,0.0,1.55,41.835,7.0,0.0
15813,21,0.0,0.0,1.8,42.405,6.5,0.0
15814,22,0.0,0.0,1.9,41.385000000000005,6.0,0.0
15815,23,0.0,0.0,1.95,39.224999999999994,6.0,0.0
15816,0,0.0,0.0,2.3,35.185,6.0,0.0
15817,1,0.0,0.0,2.6,35.565,6.5,0.0
15818,2,0.0,0.0,2.6500000000000004,40.355000000000004,6.0,0.0
15819,3,0.0,0.0,2.55,44.86,6.0,0.0
15820,4,0.0,0.0,2.3499999999999996,46.66,6.0,0.0
15821,5,0.0,0.0,2.1500000000000004,46.76,6.0,0.0
15822,6,5.5,121.5,2.1500000000000004,43.705,6.5,0.03753626315
15823,7,34.5,638.5,2.7,35.69,10.0,0.6638983140500001
15824,8,51.0,841.5,3.6500000000000004,26.03,15.0,1.557615582
15825,9,60.0,928.5,3.8,21.240000000000002,18.5,2.33399038575
15826,10,65.0,970.0,3.4000000000000004,18.36,21.5,2.89686797225
15827,11,65.5,990.5,2.65,15.955,23.0,3.1900212997499997
15828,12,65.5,989.5,2.1,14.62,23.0,3.1900212997499997
15829,13,63.0,971.5,1.85,14.48,24.0,2.89209781275
15830,14,55.5,934.0,1.75,14.925,23.5,2.3291709265000002
15831,15,47.5,846.0,1.35,16.95,22.0,1.5481132174999999
15832,16,32.5,637.0,0.6,30.62,18.5,0.65445218525
15833,17,5.0,115.0,0.6,35.955,13.5,0.035187539350000005
15834,18,0.0,0.0,0.55,39.254999999999995,11.5,0.0
15835,19,0.0,0.0,0.5,44.595,10.5,0.0
15836,20,0.0,0.0,0.6,45.285,9.5,0.0
15837,21,0.0,0.0,0.6,45.61,9.0,0.0
15838,22,0.0,0.0,0.55,46.045,9.0,0.0
15839,23,0.0,0.0,0.35,44.775000000000006,8.5,0.0
15840,0,0.0,0.0,0.2,44.975,8.0,0.0
15841,1,0.0,0.0,0.25,47.144999999999996,7.5,0.0
15842,2,0.0,0.0,0.2,50.155,6.5,0.0
15843,3,0.0,0.0,0.3,52.065,6.0,0.0
15844,4,0.0,0.0,0.45,52.515,6.0,0.0
15845,5,0.0,0.0,0.75,53.24,5.5,0.0
15846,6,6.5,0.0,0.8500000000000001,52.235,5.5,0.030498549000000003
15847,7,36.5,577.0,0.8,49.11,9.0,0.6216782947249999
15848,8,55.5,800.5,1.2000000000000002,36.74,13.0,1.49900330575
15849,9,66.5,873.0,1.55,30.865000000000002,16.5,2.230827519
15850,10,133.0,751.0,1.8,25.22,18.5,2.6014041075
15851,11,72.5,965.0,1.9,22.025,21.0,3.129104391
15852,12,116.5,840.5,2.0,19.925,22.0,2.9789496952500003
15853,13,69.0,944.0,2.0,18.235,23.0,2.821761488
15854,14,124.0,631.5,2.1500000000000004,18.55,22.5,1.965625941
15855,15,91.5,552.5,2.15,20.38,21.0,1.2807258730000002
15856,16,45.5,411.5,1.9500000000000002,32.745000000000005,17.5,0.53013543655
15857,17,0.0,0.0,2.7,39.209999999999994,13.5,0.0
15858,18,0.0,0.0,3.5,39.6,12.5,0.0
15859,19,0.0,0.0,3.8499999999999996,40.965,11.5,0.0
15860,20,0.0,0.0,3.75,43.055,9.5,0.0
15861,21,0.0,0.0,3.55,47.67,8.5,0.0
15862,22,0.0,0.0,3.4,49.595,8.0,0.0
15863,23,0.0,0.0,3.0,51.99,8.0,0.0
15864,0,0.0,0.0,2.6,53.15,8.0,0.0
15865,1,0.0,0.0,2.3,54.67,7.5,0.0
15866,2,0.0,0.0,2.05,58.075,7.0,0.0
15867,3,0.0,0.0,1.7999999999999998,60.87,7.0,0.0
15868,4,0.0,0.0,1.55,60.95,7.0,0.0
15869,5,0.0,0.0,1.45,60.37,7.0,0.0
15870,6,0.0,0.0,1.2999999999999998,53.730000000000004,7.5,0.0
15871,7,54.0,250.0,0.9,46.260000000000005,11.5,0.44571844922500004
15872,8,123.0,332.5,0.8,33.965,16.5,1.0860913385
15873,9,78.0,818.5,1.2000000000000002,26.22,19.5,2.1345811022500003
15874,10,149.5,663.5,1.55,23.05,21.0,2.4699752052500004
15875,11,117.0,838.5,1.75,20.825,22.0,2.9484565092499997
15876,12,172.0,686.0,1.9,18.814999999999998,23.0,2.7748494100000003
15877,13,196.0,533.5,1.85,18.15,23.0,2.3104198385
15878,14,198.0,254.5,1.6,18.32,22.5,1.4988474135
15879,15,104.5,440.0,1.1,19.615000000000002,21.0,1.10011393475
15880,16,34.5,568.0,0.6499999999999999,30.384999999999998,18.0,0.58643083265
15881,17,0.0,0.0,0.9,34.065,14.5,0.0
15882,18,0.0,0.0,1.2999999999999998,38.745000000000005,13.5,0.0
15883,19,0.0,0.0,1.6,44.9,11.5,0.0
15884,20,0.0,0.0,1.7,48.215,10.0,0.0
15885,21,0.0,0.0,1.9,50.114999999999995,10.0,0.0
15886,22,0.0,0.0,2.3,48.165,11.0,0.0
15887,23,0.0,0.0,2.8,51.45,11.0,0.0
15888,0,0.0,0.0,3.05,55.205,11.0,0.0
15889,1,0.0,0.0,2.7,58.394999999999996,10.5,0.0
15890,2,0.0,0.0,2.15,62.08500000000001,10.0,0.0
15891,3,0.0,0.0,1.85,64.43,10.0,0.0
15892,4,0.0,0.0,1.65,64.52,9.5,0.0
15893,5,0.0,0.0,1.45,65.07499999999999,9.0,0.0
15894,6,0.0,0.0,1.35,66.08,10.0,0.0
15895,7,46.5,0.0,1.35,62.83,11.5,0.218168287575
15896,8,114.5,10.5,1.85,60.724999999999994,13.0,0.5559692325500001
15897,9,182.0,111.0,2.6500000000000004,55.845,14.5,1.0814257087499999
15898,10,246.5,322.0,2.8499999999999996,47.565,16.5,2.00797905925
15899,11,275.0,156.5,2.6,38.96,18.5,1.7358347825000002
15900,12,199.0,167.5,2.4,32.775000000000006,20.0,1.4144457937500001
15901,13,221.5,64.0,2.4,30.99,20.0,1.2033344812500002
15902,14,208.5,115.0,2.4,30.785,19.5,1.22679750775
15903,15,59.0,751.0,2.2,32.245000000000005,18.5,1.40273935575
15904,16,37.5,511.0,1.5,41.35,16.0,0.5512570363
15905,17,0.0,0.0,1.15,53.935,12.5,0.0
15906,18,0.0,0.0,1.05,56.935,11.5,0.0
15907,19,0.0,0.0,0.8500000000000001,60.875,9.5,0.0
15908,20,0.0,0.0,0.7,65.075,9.0,0.0
15909,21,0.0,0.0,0.8500000000000001,69.63499999999999,8.5,0.0
15910,22,0.0,0.0,1.05,72.32,7.5,0.0
15911,23,0.0,0.0,1.2,75.5,7.0,0.0
15912,0,0.0,0.0,1.3,81.285,6.5,0.0
15913,1,0.0,0.0,1.4,84.07,6.0,0.0
15914,2,0.0,0.0,1.4,83.75,5.5,0.0
15915,3,0.0,0.0,1.4,86.19999999999999,5.0,0.0
15916,4,0.0,0.0,1.5,88.44999999999999,5.0,0.0
15917,5,0.0,0.0,1.5,87.655,5.0,0.0
15918,6,0.0,0.0,1.6,83.975,5.5,0.0
15919,7,34.5,562.0,2.2,67.005,9.0,0.5700671191
15920,8,53.0,793.5,2.95,51.55,13.0,1.43097334125
15921,9,64.0,890.0,3.5,39.345,16.5,2.20033273425
15922,10,69.5,939.0,3.45,32.445,18.0,2.7585817947500004
15923,11,68.5,968.5,3.2,27.215,19.0,3.0541105587499997
15924,12,67.5,972.0,2.9,23.675,20.0,3.05876835
15925,13,64.0,955.5,2.6,22.205,21.0,2.7678734495
15926,14,57.0,915.5,2.3,21.095,21.0,2.211953104
15927,15,48.0,824.0,1.9,21.75,20.0,1.44259162225
15928,16,31.0,597.0,1.3,32.565,17.0,0.5676712098250001
15929,17,0.0,0.0,1.45,38.69,13.5,0.0
15930,18,0.0,0.0,1.7,43.655,11.5,0.0
15931,19,0.0,0.0,1.8,49.685,9.5,0.0
15932,20,0.0,0.0,1.9,51.675,8.5,0.0
15933,21,0.0,0.0,1.9,51.96,7.5,0.0
15934,22,0.0,0.0,1.9,52.795,7.0,0.0
15935,23,0.0,0.0,2.0,53.89,7.0,0.0
15936,0,0.0,0.0,2.05,52.644999999999996,6.5,0.0
15937,1,0.0,0.0,1.95,51.815,6.0,0.0
15938,2,0.0,0.0,1.85,50.03,6.0,0.0
15939,3,0.0,0.0,1.65,47.38,6.0,0.0
15940,4,0.0,0.0,1.6,46.245000000000005,6.0,0.0
15941,5,0.0,0.0,1.55,42.99,6.0,0.0
15942,6,0.0,0.0,1.45,41.995000000000005,7.5,0.0
15943,7,32.5,579.0,1.4500000000000002,37.165,10.0,0.560677096975
15944,8,50.0,807.5,1.7,27.125,15.0,1.426250264
15945,9,60.5,899.5,0.9,19.33,19.0,2.1838514182499997
15946,10,67.0,941.5,0.5,15.85,22.0,2.730312949
15947,11,65.0,971.0,1.1,15.035,23.5,3.0234666115
15948,12,62.5,975.0,1.85,14.585,25.0,3.02107139875
15949,13,108.0,789.5,2.45,13.915,25.0,2.54257872375
15950,14,165.5,434.5,2.8499999999999996,14.370000000000001,24.5,1.69818818825
15951,15,109.5,375.5,2.8,16.025,23.0,1.060211208
15952,16,46.0,279.0,2.25,28.615000000000002,19.5,0.40814815064999993
15953,17,0.0,0.0,2.55,33.74,15.5,0.0
15954,18,0.0,0.0,2.8,35.15,13.5,0.0
15955,19,0.0,0.0,2.95,35.489999999999995,13.0,0.0
15956,20,0.0,0.0,3.05,37.155,13.0,0.0
15957,21,0.0,0.0,2.8499999999999996,38.305,12.5,0.0
15958,22,0.0,0.0,2.75,40.565,12.0,0.0
15959,23,0.0,0.0,2.95,42.7,12.0,0.0
15960,0,0.0,0.0,3.2,44.01,11.5,0.0
15961,1,0.0,0.0,3.25,46.27,11.0,0.0
15962,2,0.0,0.0,3.0,49.0,11.0,0.0
15963,3,0.0,0.0,2.65,51.1,12.0,0.0
15964,4,0.0,0.0,2.3,52.38,12.0,0.0
15965,5,0.0,0.0,2.0,53.315,12.0,0.0
15966,6,0.0,0.0,1.75,54.185,12.0,0.0
15967,7,30.0,0.0,1.7000000000000002,50.905,13.5,0.1407506215
15968,8,80.5,0.0,2.15,44.455,16.5,0.37766888845
15969,9,160.0,15.0,2.7,38.965,18.5,0.7858159044999999
15970,10,205.0,173.5,2.75,35.485,20.0,1.4214828375
15971,11,271.5,67.0,2.45,29.98,21.0,1.456652044
15972,12,286.5,237.0,1.9500000000000002,24.615000000000002,22.0,2.0008221182500003
15973,13,233.5,362.0,1.5,22.665,23.0,2.0148737475000003
15974,14,96.5,713.5,1.2,20.939999999999998,23.5,1.93276616275
15975,15,81.0,590.0,1.2000000000000002,22.93,22.0,1.22910783875
15976,16,43.5,358.5,1.1,34.67,19.0,0.4480280066000001
15977,17,0.0,0.0,1.45,38.075,16.5,0.0
15978,18,0.0,0.0,1.6,41.04,15.5,0.0
15979,19,0.0,0.0,1.55,42.58,14.5,0.0
15980,20,0.0,0.0,1.35,43.150000000000006,13.5,0.0
15981,21,0.0,0.0,1.3,47.614999999999995,12.5,0.0
15982,22,0.0,0.0,1.35,49.525000000000006,12.0,0.0
15983,23,0.0,0.0,1.55,54.275000000000006,11.5,0.0
15984,0,0.0,0.0,1.85,58.65,11.0,0.0
15985,1,0.0,0.0,2.1500000000000004,62.335,11.0,0.0
15986,2,0.0,0.0,2.3499999999999996,68.39,10.5,0.0
15987,3,0.0,0.0,2.55,74.08500000000001,10.0,0.0
15988,4,0.0,0.0,2.45,78.46000000000001,9.5,0.0
15989,5,0.0,0.0,2.25,81.85499999999999,9.0,0.0
15990,6,0.0,0.0,2.5,79.625,9.5,0.0
15991,7,31.0,544.5,3.45,71.965,11.5,0.5114051563500001
15992,8,84.0,575.0,3.6500000000000004,61.025000000000006,14.5,1.1822946694999998
